Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
748	:	1681689512.451	     5.519	0	0	0	0	mkdir -p ./output/output_y0_0.28_z0_0.66 &&          ./mzasolve 0.28 0.66 ./output/output_y0_0.28_z0_0.66/timeseries_y0_0.28_z0_0.66.nc > ./output/output_y0_0.28_z0_0.66/output_y0_0.28_z0_0.66.txt
750	:	1681689512.704	     5.431	0	0	0	0	mkdir -p ./output/output_y0_0.28_z0_0.70 &&          ./mzasolve 0.28 0.70 ./output/output_y0_0.28_z0_0.70/timeseries_y0_0.28_z0_0.70.nc > ./output/output_y0_0.28_z0_0.70/output_y0_0.28_z0_0.70.txt
767	:	1681689514.367	     3.819	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.02 &&          ./mzasolve 0.30 0.02 ./output/output_y0_0.30_z0_0.02/timeseries_y0_0.30_z0_0.02.nc > ./output/output_y0_0.30_z0_0.02/output_y0_0.30_z0_0.02.txt
749	:	1681689512.642	     5.588	0	0	0	0	mkdir -p ./output/output_y0_0.28_z0_0.68 &&          ./mzasolve 0.28 0.68 ./output/output_y0_0.28_z0_0.68/timeseries_y0_0.28_z0_0.68.nc > ./output/output_y0_0.28_z0_0.68/output_y0_0.28_z0_0.68.txt
768	:	1681689514.379	     3.933	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.04 &&          ./mzasolve 0.30 0.04 ./output/output_y0_0.30_z0_0.04/timeseries_y0_0.30_z0_0.04.nc > ./output/output_y0_0.30_z0_0.04/output_y0_0.30_z0_0.04.txt
769	:	1681689514.452	     3.877	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.06 &&          ./mzasolve 0.30 0.06 ./output/output_y0_0.30_z0_0.06/timeseries_y0_0.30_z0_0.06.nc > ./output/output_y0_0.30_z0_0.06/output_y0_0.30_z0_0.06.txt
770	:	1681689514.482	     3.867	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.08 &&          ./mzasolve 0.30 0.08 ./output/output_y0_0.30_z0_0.08/timeseries_y0_0.30_z0_0.08.nc > ./output/output_y0_0.30_z0_0.08/output_y0_0.30_z0_0.08.txt
771	:	1681689515.191	     3.897	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.10 &&          ./mzasolve 0.30 0.10 ./output/output_y0_0.30_z0_0.10/timeseries_y0_0.30_z0_0.10.nc > ./output/output_y0_0.30_z0_0.10/output_y0_0.30_z0_0.10.txt
772	:	1681689516.218	     3.887	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.12 &&          ./mzasolve 0.30 0.12 ./output/output_y0_0.30_z0_0.12/timeseries_y0_0.30_z0_0.12.nc > ./output/output_y0_0.30_z0_0.12/output_y0_0.30_z0_0.12.txt
774	:	1681689517.353	     3.603	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.16 &&          ./mzasolve 0.30 0.16 ./output/output_y0_0.30_z0_0.16/timeseries_y0_0.30_z0_0.16.nc > ./output/output_y0_0.30_z0_0.16/output_y0_0.30_z0_0.16.txt
775	:	1681689517.407	     3.728	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.18 &&          ./mzasolve 0.30 0.18 ./output/output_y0_0.30_z0_0.18/timeseries_y0_0.30_z0_0.18.nc > ./output/output_y0_0.30_z0_0.18/output_y0_0.30_z0_0.18.txt
773	:	1681689517.259	     3.911	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.14 &&          ./mzasolve 0.30 0.14 ./output/output_y0_0.30_z0_0.14/timeseries_y0_0.30_z0_0.14.nc > ./output/output_y0_0.30_z0_0.14/output_y0_0.30_z0_0.14.txt
777	:	1681689517.557	     3.664	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.22 &&          ./mzasolve 0.30 0.22 ./output/output_y0_0.30_z0_0.22/timeseries_y0_0.30_z0_0.22.nc > ./output/output_y0_0.30_z0_0.22/output_y0_0.30_z0_0.22.txt
776	:	1681689517.518	     3.750	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.20 &&          ./mzasolve 0.30 0.20 ./output/output_y0_0.30_z0_0.20/timeseries_y0_0.30_z0_0.20.nc > ./output/output_y0_0.30_z0_0.20/output_y0_0.30_z0_0.20.txt
778	:	1681689517.619	     3.687	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.24 &&          ./mzasolve 0.30 0.24 ./output/output_y0_0.30_z0_0.24/timeseries_y0_0.30_z0_0.24.nc > ./output/output_y0_0.30_z0_0.24/output_y0_0.30_z0_0.24.txt
779	:	1681689517.669	     3.654	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.26 &&          ./mzasolve 0.30 0.26 ./output/output_y0_0.30_z0_0.26/timeseries_y0_0.30_z0_0.26.nc > ./output/output_y0_0.30_z0_0.26/output_y0_0.30_z0_0.26.txt
780	:	1681689518.008	     3.672	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.28 &&          ./mzasolve 0.30 0.28 ./output/output_y0_0.30_z0_0.28/timeseries_y0_0.30_z0_0.28.nc > ./output/output_y0_0.30_z0_0.28/output_y0_0.30_z0_0.28.txt
781	:	1681689518.186	     3.615	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.30 &&          ./mzasolve 0.30 0.30 ./output/output_y0_0.30_z0_0.30/timeseries_y0_0.30_z0_0.30.nc > ./output/output_y0_0.30_z0_0.30/output_y0_0.30_z0_0.30.txt
783	:	1681689518.311	     3.565	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.34 &&          ./mzasolve 0.30 0.34 ./output/output_y0_0.30_z0_0.34/timeseries_y0_0.30_z0_0.34.nc > ./output/output_y0_0.30_z0_0.34/output_y0_0.30_z0_0.34.txt
782	:	1681689518.231	     3.674	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.32 &&          ./mzasolve 0.30 0.32 ./output/output_y0_0.30_z0_0.32/timeseries_y0_0.30_z0_0.32.nc > ./output/output_y0_0.30_z0_0.32/output_y0_0.30_z0_0.32.txt
784	:	1681689518.328	     3.616	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.36 &&          ./mzasolve 0.30 0.36 ./output/output_y0_0.30_z0_0.36/timeseries_y0_0.30_z0_0.36.nc > ./output/output_y0_0.30_z0_0.36/output_y0_0.30_z0_0.36.txt
785	:	1681689518.349	     3.614	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.38 &&          ./mzasolve 0.30 0.38 ./output/output_y0_0.30_z0_0.38/timeseries_y0_0.30_z0_0.38.nc > ./output/output_y0_0.30_z0_0.38/output_y0_0.30_z0_0.38.txt
786	:	1681689518.396	     3.601	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.40 &&          ./mzasolve 0.30 0.40 ./output/output_y0_0.30_z0_0.40/timeseries_y0_0.30_z0_0.40.nc > ./output/output_y0_0.30_z0_0.40/output_y0_0.30_z0_0.40.txt
802	:	1681689522.078	     0.129	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.72 &&          ./mzasolve 0.30 0.72 ./output/output_y0_0.30_z0_0.72/timeseries_y0_0.30_z0_0.72.nc > ./output/output_y0_0.30_z0_0.72/output_y0_0.30_z0_0.72.txt
803	:	1681689522.249	     0.187	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.74 &&          ./mzasolve 0.30 0.74 ./output/output_y0_0.30_z0_0.74/timeseries_y0_0.30_z0_0.74.nc > ./output/output_y0_0.30_z0_0.74/output_y0_0.30_z0_0.74.txt
787	:	1681689519.107	     3.554	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.42 &&          ./mzasolve 0.30 0.42 ./output/output_y0_0.30_z0_0.42/timeseries_y0_0.30_z0_0.42.nc > ./output/output_y0_0.30_z0_0.42/output_y0_0.30_z0_0.42.txt
804	:	1681689522.455	     0.319	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.76 &&          ./mzasolve 0.30 0.76 ./output/output_y0_0.30_z0_0.76/timeseries_y0_0.30_z0_0.76.nc > ./output/output_y0_0.30_z0_0.76/output_y0_0.30_z0_0.76.txt
805	:	1681689522.774	     0.154	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.78 &&          ./mzasolve 0.30 0.78 ./output/output_y0_0.30_z0_0.78/timeseries_y0_0.30_z0_0.78.nc > ./output/output_y0_0.30_z0_0.78/output_y0_0.30_z0_0.78.txt
806	:	1681689522.827	     0.209	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.80 &&          ./mzasolve 0.30 0.80 ./output/output_y0_0.30_z0_0.80/timeseries_y0_0.30_z0_0.80.nc > ./output/output_y0_0.30_z0_0.80/output_y0_0.30_z0_0.80.txt
807	:	1681689522.957	     0.207	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.82 &&          ./mzasolve 0.30 0.82 ./output/output_y0_0.30_z0_0.82/timeseries_y0_0.30_z0_0.82.nc > ./output/output_y0_0.30_z0_0.82/output_y0_0.30_z0_0.82.txt
808	:	1681689523.079	     0.187	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.84 &&          ./mzasolve 0.30 0.84 ./output/output_y0_0.30_z0_0.84/timeseries_y0_0.30_z0_0.84.nc > ./output/output_y0_0.30_z0_0.84/output_y0_0.30_z0_0.84.txt
809	:	1681689523.185	     0.186	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.86 &&          ./mzasolve 0.30 0.86 ./output/output_y0_0.30_z0_0.86/timeseries_y0_0.30_z0_0.86.nc > ./output/output_y0_0.30_z0_0.86/output_y0_0.30_z0_0.86.txt
810	:	1681689523.311	     0.177	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.88 &&          ./mzasolve 0.30 0.88 ./output/output_y0_0.30_z0_0.88/timeseries_y0_0.30_z0_0.88.nc > ./output/output_y0_0.30_z0_0.88/output_y0_0.30_z0_0.88.txt
811	:	1681689523.429	     0.187	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.90 &&          ./mzasolve 0.30 0.90 ./output/output_y0_0.30_z0_0.90/timeseries_y0_0.30_z0_0.90.nc > ./output/output_y0_0.30_z0_0.90/output_y0_0.30_z0_0.90.txt
812	:	1681689523.513	     0.279	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.92 &&          ./mzasolve 0.30 0.92 ./output/output_y0_0.30_z0_0.92/timeseries_y0_0.30_z0_0.92.nc > ./output/output_y0_0.30_z0_0.92/output_y0_0.30_z0_0.92.txt
788	:	1681689520.156	     3.774	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.44 &&          ./mzasolve 0.30 0.44 ./output/output_y0_0.30_z0_0.44/timeseries_y0_0.30_z0_0.44.nc > ./output/output_y0_0.30_z0_0.44/output_y0_0.30_z0_0.44.txt
813	:	1681689523.697	     0.246	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.94 &&          ./mzasolve 0.30 0.94 ./output/output_y0_0.30_z0_0.94/timeseries_y0_0.30_z0_0.94.nc > ./output/output_y0_0.30_z0_0.94/output_y0_0.30_z0_0.94.txt
814	:	1681689523.821	     0.235	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.96 &&          ./mzasolve 0.30 0.96 ./output/output_y0_0.30_z0_0.96/timeseries_y0_0.30_z0_0.96.nc > ./output/output_y0_0.30_z0_0.96/output_y0_0.30_z0_0.96.txt
816	:	1681689523.966	     0.230	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_1.00 &&          ./mzasolve 0.30 1.00 ./output/output_y0_0.30_z0_1.00/timeseries_y0_0.30_z0_1.00.nc > ./output/output_y0_0.30_z0_1.00/output_y0_0.30_z0_1.00.txt
815	:	1681689523.943	     0.267	0	0	5	0	mkdir -p ./output/output_y0_0.30_z0_0.98 &&          ./mzasolve 0.30 0.98 ./output/output_y0_0.30_z0_0.98/timeseries_y0_0.30_z0_0.98.nc > ./output/output_y0_0.30_z0_0.98/output_y0_0.30_z0_0.98.txt
789	:	1681689520.989	     3.707	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.46 &&          ./mzasolve 0.30 0.46 ./output/output_y0_0.30_z0_0.46/timeseries_y0_0.30_z0_0.46.nc > ./output/output_y0_0.30_z0_0.46/output_y0_0.30_z0_0.46.txt
791	:	1681689521.220	     3.845	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.50 &&          ./mzasolve 0.30 0.50 ./output/output_y0_0.30_z0_0.50/timeseries_y0_0.30_z0_0.50.nc > ./output/output_y0_0.30_z0_0.50/output_y0_0.30_z0_0.50.txt
790	:	1681689521.170	     3.965	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.48 &&          ./mzasolve 0.30 0.48 ./output/output_y0_0.30_z0_0.48/timeseries_y0_0.30_z0_0.48.nc > ./output/output_y0_0.30_z0_0.48/output_y0_0.30_z0_0.48.txt
792	:	1681689521.268	     3.930	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.52 &&          ./mzasolve 0.30 0.52 ./output/output_y0_0.30_z0_0.52/timeseries_y0_0.30_z0_0.52.nc > ./output/output_y0_0.30_z0_0.52/output_y0_0.30_z0_0.52.txt
793	:	1681689521.305	     4.151	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.54 &&          ./mzasolve 0.30 0.54 ./output/output_y0_0.30_z0_0.54/timeseries_y0_0.30_z0_0.54.nc > ./output/output_y0_0.30_z0_0.54/output_y0_0.30_z0_0.54.txt
801	:	1681689521.996	     3.552	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.70 &&          ./mzasolve 0.30 0.70 ./output/output_y0_0.30_z0_0.70/timeseries_y0_0.30_z0_0.70.nc > ./output/output_y0_0.30_z0_0.70/output_y0_0.30_z0_0.70.txt
794	:	1681689521.323	     4.424	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.56 &&          ./mzasolve 0.30 0.56 ./output/output_y0_0.30_z0_0.56/timeseries_y0_0.30_z0_0.56.nc > ./output/output_y0_0.30_z0_0.56/output_y0_0.30_z0_0.56.txt
799	:	1681689521.945	     5.539	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.66 &&          ./mzasolve 0.30 0.66 ./output/output_y0_0.30_z0_0.66/timeseries_y0_0.30_z0_0.66.nc > ./output/output_y0_0.30_z0_0.66/output_y0_0.30_z0_0.66.txt
798	:	1681689521.904	     5.759	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.64 &&          ./mzasolve 0.30 0.64 ./output/output_y0_0.30_z0_0.64/timeseries_y0_0.30_z0_0.64.nc > ./output/output_y0_0.30_z0_0.64/output_y0_0.30_z0_0.64.txt
797	:	1681689521.876	     5.841	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.62 &&          ./mzasolve 0.30 0.62 ./output/output_y0_0.30_z0_0.62/timeseries_y0_0.30_z0_0.62.nc > ./output/output_y0_0.30_z0_0.62/output_y0_0.30_z0_0.62.txt
817	:	1681689524.091	     3.710	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.00 &&          ./mzasolve 0.32 0.00 ./output/output_y0_0.32_z0_0.00/timeseries_y0_0.32_z0_0.00.nc > ./output/output_y0_0.32_z0_0.00/output_y0_0.32_z0_0.00.txt
800	:	1681689521.962	     5.930	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.68 &&          ./mzasolve 0.30 0.68 ./output/output_y0_0.30_z0_0.68/timeseries_y0_0.30_z0_0.68.nc > ./output/output_y0_0.30_z0_0.68/output_y0_0.30_z0_0.68.txt
796	:	1681689521.732	     6.403	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.60 &&          ./mzasolve 0.30 0.60 ./output/output_y0_0.30_z0_0.60/timeseries_y0_0.30_z0_0.60.nc > ./output/output_y0_0.30_z0_0.60/output_y0_0.30_z0_0.60.txt
795	:	1681689521.340	     7.009	0	0	0	0	mkdir -p ./output/output_y0_0.30_z0_0.58 &&          ./mzasolve 0.30 0.58 ./output/output_y0_0.30_z0_0.58/timeseries_y0_0.30_z0_0.58.nc > ./output/output_y0_0.30_z0_0.58/output_y0_0.30_z0_0.58.txt
818	:	1681689524.211	     4.253	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.02 &&          ./mzasolve 0.32 0.02 ./output/output_y0_0.32_z0_0.02/timeseries_y0_0.32_z0_0.02.nc > ./output/output_y0_0.32_z0_0.02/output_y0_0.32_z0_0.02.txt
819	:	1681689524.276	     6.106	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.04 &&          ./mzasolve 0.32 0.04 ./output/output_y0_0.32_z0_0.04/timeseries_y0_0.32_z0_0.04.nc > ./output/output_y0_0.32_z0_0.04/output_y0_0.32_z0_0.04.txt
820	:	1681689524.732	     5.737	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.06 &&          ./mzasolve 0.32 0.06 ./output/output_y0_0.32_z0_0.06/timeseries_y0_0.32_z0_0.06.nc > ./output/output_y0_0.32_z0_0.06/output_y0_0.32_z0_0.06.txt
821	:	1681689525.093	     5.426	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.08 &&          ./mzasolve 0.32 0.08 ./output/output_y0_0.32_z0_0.08/timeseries_y0_0.32_z0_0.08.nc > ./output/output_y0_0.32_z0_0.08/output_y0_0.32_z0_0.08.txt
822	:	1681689525.155	     5.403	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.10 &&          ./mzasolve 0.32 0.10 ./output/output_y0_0.32_z0_0.10/timeseries_y0_0.32_z0_0.10.nc > ./output/output_y0_0.32_z0_0.10/output_y0_0.32_z0_0.10.txt
823	:	1681689525.225	     5.357	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.12 &&          ./mzasolve 0.32 0.12 ./output/output_y0_0.32_z0_0.12/timeseries_y0_0.32_z0_0.12.nc > ./output/output_y0_0.32_z0_0.12/output_y0_0.32_z0_0.12.txt
824	:	1681689525.510	     5.154	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.14 &&          ./mzasolve 0.32 0.14 ./output/output_y0_0.32_z0_0.14/timeseries_y0_0.32_z0_0.14.nc > ./output/output_y0_0.32_z0_0.14/output_y0_0.32_z0_0.14.txt
825	:	1681689525.622	     5.055	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.16 &&          ./mzasolve 0.32 0.16 ./output/output_y0_0.32_z0_0.16/timeseries_y0_0.32_z0_0.16.nc > ./output/output_y0_0.32_z0_0.16/output_y0_0.32_z0_0.16.txt
826	:	1681689525.766	     4.963	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.18 &&          ./mzasolve 0.32 0.18 ./output/output_y0_0.32_z0_0.18/timeseries_y0_0.32_z0_0.18.nc > ./output/output_y0_0.32_z0_0.18/output_y0_0.32_z0_0.18.txt
827	:	1681689527.663	     3.915	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.20 &&          ./mzasolve 0.32 0.20 ./output/output_y0_0.32_z0_0.20/timeseries_y0_0.32_z0_0.20.nc > ./output/output_y0_0.32_z0_0.20/output_y0_0.32_z0_0.20.txt
828	:	1681689527.717	     4.098	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.22 &&          ./mzasolve 0.32 0.22 ./output/output_y0_0.32_z0_0.22/timeseries_y0_0.32_z0_0.22.nc > ./output/output_y0_0.32_z0_0.22/output_y0_0.32_z0_0.22.txt
829	:	1681689527.801	     4.217	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.24 &&          ./mzasolve 0.32 0.24 ./output/output_y0_0.32_z0_0.24/timeseries_y0_0.32_z0_0.24.nc > ./output/output_y0_0.32_z0_0.24/output_y0_0.32_z0_0.24.txt
830	:	1681689527.844	     5.923	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.26 &&          ./mzasolve 0.32 0.26 ./output/output_y0_0.32_z0_0.26/timeseries_y0_0.32_z0_0.26.nc > ./output/output_y0_0.32_z0_0.26/output_y0_0.32_z0_0.26.txt
831	:	1681689527.918	     5.930	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.28 &&          ./mzasolve 0.32 0.28 ./output/output_y0_0.32_z0_0.28/timeseries_y0_0.32_z0_0.28.nc > ./output/output_y0_0.32_z0_0.28/output_y0_0.32_z0_0.28.txt
832	:	1681689528.227	     5.729	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.30 &&          ./mzasolve 0.32 0.30 ./output/output_y0_0.32_z0_0.30/timeseries_y0_0.32_z0_0.30.nc > ./output/output_y0_0.32_z0_0.30/output_y0_0.32_z0_0.30.txt
833	:	1681689528.371	     5.680	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.32 &&          ./mzasolve 0.32 0.32 ./output/output_y0_0.32_z0_0.32/timeseries_y0_0.32_z0_0.32.nc > ./output/output_y0_0.32_z0_0.32/output_y0_0.32_z0_0.32.txt
834	:	1681689528.486	     5.658	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.34 &&          ./mzasolve 0.32 0.34 ./output/output_y0_0.32_z0_0.34/timeseries_y0_0.32_z0_0.34.nc > ./output/output_y0_0.32_z0_0.34/output_y0_0.32_z0_0.34.txt
835	:	1681689530.446	     4.190	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.36 &&          ./mzasolve 0.32 0.36 ./output/output_y0_0.32_z0_0.36/timeseries_y0_0.32_z0_0.36.nc > ./output/output_y0_0.32_z0_0.36/output_y0_0.32_z0_0.36.txt
837	:	1681689530.557	     4.144	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.40 &&          ./mzasolve 0.32 0.40 ./output/output_y0_0.32_z0_0.40/timeseries_y0_0.32_z0_0.40.nc > ./output/output_y0_0.32_z0_0.40/output_y0_0.32_z0_0.40.txt
836	:	1681689530.518	     4.225	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.38 &&          ./mzasolve 0.32 0.38 ./output/output_y0_0.32_z0_0.38/timeseries_y0_0.32_z0_0.38.nc > ./output/output_y0_0.32_z0_0.38/output_y0_0.32_z0_0.38.txt
839	:	1681689530.664	     4.109	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.44 &&          ./mzasolve 0.32 0.44 ./output/output_y0_0.32_z0_0.44/timeseries_y0_0.32_z0_0.44.nc > ./output/output_y0_0.32_z0_0.44/output_y0_0.32_z0_0.44.txt
851	:	1681689534.671	     0.163	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.68 &&          ./mzasolve 0.32 0.68 ./output/output_y0_0.32_z0_0.68/timeseries_y0_0.32_z0_0.68.nc > ./output/output_y0_0.32_z0_0.68/output_y0_0.32_z0_0.68.txt
852	:	1681689534.714	     0.193	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.70 &&          ./mzasolve 0.32 0.70 ./output/output_y0_0.32_z0_0.70/timeseries_y0_0.32_z0_0.70.nc > ./output/output_y0_0.32_z0_0.70/output_y0_0.32_z0_0.70.txt
838	:	1681689530.581	     4.554	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.42 &&          ./mzasolve 0.32 0.42 ./output/output_y0_0.32_z0_0.42/timeseries_y0_0.32_z0_0.42.nc > ./output/output_y0_0.32_z0_0.42/output_y0_0.32_z0_0.42.txt
841	:	1681689530.729	     4.434	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.48 &&          ./mzasolve 0.32 0.48 ./output/output_y0_0.32_z0_0.48/timeseries_y0_0.32_z0_0.48.nc > ./output/output_y0_0.32_z0_0.48/output_y0_0.32_z0_0.48.txt
840	:	1681689530.676	     4.520	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.46 &&          ./mzasolve 0.32 0.46 ./output/output_y0_0.32_z0_0.46/timeseries_y0_0.32_z0_0.46.nc > ./output/output_y0_0.32_z0_0.46/output_y0_0.32_z0_0.46.txt
842	:	1681689530.818	     4.434	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.50 &&          ./mzasolve 0.32 0.50 ./output/output_y0_0.32_z0_0.50/timeseries_y0_0.32_z0_0.50.nc > ./output/output_y0_0.32_z0_0.50/output_y0_0.32_z0_0.50.txt
853	:	1681689534.762	     0.521	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.72 &&          ./mzasolve 0.32 0.72 ./output/output_y0_0.32_z0_0.72/timeseries_y0_0.32_z0_0.72.nc > ./output/output_y0_0.32_z0_0.72/output_y0_0.32_z0_0.72.txt
854	:	1681689534.801	     0.540	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.74 &&          ./mzasolve 0.32 0.74 ./output/output_y0_0.32_z0_0.74/timeseries_y0_0.32_z0_0.74.nc > ./output/output_y0_0.32_z0_0.74/output_y0_0.32_z0_0.74.txt
855	:	1681689534.878	     0.504	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.76 &&          ./mzasolve 0.32 0.76 ./output/output_y0_0.32_z0_0.76/timeseries_y0_0.32_z0_0.76.nc > ./output/output_y0_0.32_z0_0.76/output_y0_0.32_z0_0.76.txt
856	:	1681689534.927	     0.510	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.78 &&          ./mzasolve 0.32 0.78 ./output/output_y0_0.32_z0_0.78/timeseries_y0_0.32_z0_0.78.nc > ./output/output_y0_0.32_z0_0.78/output_y0_0.32_z0_0.78.txt
857	:	1681689535.162	     0.325	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.80 &&          ./mzasolve 0.32 0.80 ./output/output_y0_0.32_z0_0.80/timeseries_y0_0.32_z0_0.80.nc > ./output/output_y0_0.32_z0_0.80/output_y0_0.32_z0_0.80.txt
843	:	1681689531.666	     4.003	0	0	0	0	mkdir -p ./output/output_y0_0.32_z0_0.52 &&          ./mzasolve 0.32 0.52 ./output/output_y0_0.32_z0_0.52/timeseries_y0_0.32_z0_0.52.nc > ./output/output_y0_0.32_z0_0.52/output_y0_0.32_z0_0.52.txt
858	:	1681689535.196	     0.500	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.82 &&          ./mzasolve 0.32 0.82 ./output/output_y0_0.32_z0_0.82/timeseries_y0_0.32_z0_0.82.nc > ./output/output_y0_0.32_z0_0.82/output_y0_0.32_z0_0.82.txt
859	:	1681689535.252	     0.485	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.84 &&          ./mzasolve 0.32 0.84 ./output/output_y0_0.32_z0_0.84/timeseries_y0_0.32_z0_0.84.nc > ./output/output_y0_0.32_z0_0.84/output_y0_0.32_z0_0.84.txt
860	:	1681689535.283	     0.505	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.86 &&          ./mzasolve 0.32 0.86 ./output/output_y0_0.32_z0_0.86/timeseries_y0_0.32_z0_0.86.nc > ./output/output_y0_0.32_z0_0.86/output_y0_0.32_z0_0.86.txt
861	:	1681689535.341	     0.501	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.88 &&          ./mzasolve 0.32 0.88 ./output/output_y0_0.32_z0_0.88/timeseries_y0_0.32_z0_0.88.nc > ./output/output_y0_0.32_z0_0.88/output_y0_0.32_z0_0.88.txt
862	:	1681689535.382	     0.542	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.90 &&          ./mzasolve 0.32 0.90 ./output/output_y0_0.32_z0_0.90/timeseries_y0_0.32_z0_0.90.nc > ./output/output_y0_0.32_z0_0.90/output_y0_0.32_z0_0.90.txt
863	:	1681689535.437	     0.519	0	0	5	0	mkdir -p ./output/output_y0_0.32_z0_0.92 &&          ./mzasolve 0.32 0.92 ./output/output_y0_0.32_z0_0.92/timeseries_y0_0.32_z0_0.92.nc > ./output/output_y0_0.32_z0_0.92/output_y0_0.32_z0_0.92.txt
