Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1114	:	1681689583.979	     0.281	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.84 &&          ./mzasolve 0.42 0.84 ./output/output_y0_0.42_z0_0.84/timeseries_y0_0.42_z0_0.84.nc > ./output/output_y0_0.42_z0_0.84/output_y0_0.42_z0_0.84.txt
1115	:	1681689583.999	     0.307	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.86 &&          ./mzasolve 0.42 0.86 ./output/output_y0_0.42_z0_0.86/timeseries_y0_0.42_z0_0.86.nc > ./output/output_y0_0.42_z0_0.86/output_y0_0.42_z0_0.86.txt
1089	:	1681689580.563	     3.779	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.34 &&          ./mzasolve 0.42 0.34 ./output/output_y0_0.42_z0_0.34/timeseries_y0_0.42_z0_0.34.nc > ./output/output_y0_0.42_z0_0.34/output_y0_0.42_z0_0.34.txt
1116	:	1681689584.073	     0.299	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.88 &&          ./mzasolve 0.42 0.88 ./output/output_y0_0.42_z0_0.88/timeseries_y0_0.42_z0_0.88.nc > ./output/output_y0_0.42_z0_0.88/output_y0_0.42_z0_0.88.txt
1090	:	1681689580.751	     3.883	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.36 &&          ./mzasolve 0.42 0.36 ./output/output_y0_0.42_z0_0.36/timeseries_y0_0.42_z0_0.36.nc > ./output/output_y0_0.42_z0_0.36/output_y0_0.42_z0_0.36.txt
1117	:	1681689584.283	     0.427	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.90 &&          ./mzasolve 0.42 0.90 ./output/output_y0_0.42_z0_0.90/timeseries_y0_0.42_z0_0.90.nc > ./output/output_y0_0.42_z0_0.90/output_y0_0.42_z0_0.90.txt
1118	:	1681689584.343	     0.462	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.92 &&          ./mzasolve 0.42 0.92 ./output/output_y0_0.42_z0_0.92/timeseries_y0_0.42_z0_0.92.nc > ./output/output_y0_0.42_z0_0.92/output_y0_0.42_z0_0.92.txt
1119	:	1681689584.372	     0.523	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.94 &&          ./mzasolve 0.42 0.94 ./output/output_y0_0.42_z0_0.94/timeseries_y0_0.42_z0_0.94.nc > ./output/output_y0_0.42_z0_0.94/output_y0_0.42_z0_0.94.txt
1120	:	1681689584.435	     0.541	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.96 &&          ./mzasolve 0.42 0.96 ./output/output_y0_0.42_z0_0.96/timeseries_y0_0.42_z0_0.96.nc > ./output/output_y0_0.42_z0_0.96/output_y0_0.42_z0_0.96.txt
1121	:	1681689584.710	     0.341	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_0.98 &&          ./mzasolve 0.42 0.98 ./output/output_y0_0.42_z0_0.98/timeseries_y0_0.42_z0_0.98.nc > ./output/output_y0_0.42_z0_0.98/output_y0_0.42_z0_0.98.txt
1122	:	1681689584.804	     0.292	0	0	5	0	mkdir -p ./output/output_y0_0.42_z0_1.00 &&          ./mzasolve 0.42 1.00 ./output/output_y0_0.42_z0_1.00/timeseries_y0_0.42_z0_1.00.nc > ./output/output_y0_0.42_z0_1.00/output_y0_0.42_z0_1.00.txt
1091	:	1681689581.542	     3.697	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.38 &&          ./mzasolve 0.42 0.38 ./output/output_y0_0.42_z0_0.38/timeseries_y0_0.42_z0_0.38.nc > ./output/output_y0_0.42_z0_0.38/output_y0_0.42_z0_0.38.txt
1092	:	1681689581.609	     3.878	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.40 &&          ./mzasolve 0.42 0.40 ./output/output_y0_0.42_z0_0.40/timeseries_y0_0.42_z0_0.40.nc > ./output/output_y0_0.42_z0_0.40/output_y0_0.42_z0_0.40.txt
1094	:	1681689581.652	     4.042	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.44 &&          ./mzasolve 0.42 0.44 ./output/output_y0_0.42_z0_0.44/timeseries_y0_0.42_z0_0.44.nc > ./output/output_y0_0.42_z0_0.44/output_y0_0.42_z0_0.44.txt
1093	:	1681689581.623	     4.192	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.42 &&          ./mzasolve 0.42 0.42 ./output/output_y0_0.42_z0_0.42/timeseries_y0_0.42_z0_0.42.nc > ./output/output_y0_0.42_z0_0.42/output_y0_0.42_z0_0.42.txt
1095	:	1681689581.745	     4.141	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.46 &&          ./mzasolve 0.42 0.46 ./output/output_y0_0.42_z0_0.46/timeseries_y0_0.42_z0_0.46.nc > ./output/output_y0_0.42_z0_0.46/output_y0_0.42_z0_0.46.txt
1096	:	1681689581.818	     4.115	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.48 &&          ./mzasolve 0.42 0.48 ./output/output_y0_0.42_z0_0.48/timeseries_y0_0.42_z0_0.48.nc > ./output/output_y0_0.42_z0_0.48/output_y0_0.42_z0_0.48.txt
1097	:	1681689581.943	     4.149	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.50 &&          ./mzasolve 0.42 0.50 ./output/output_y0_0.42_z0_0.50/timeseries_y0_0.42_z0_0.50.nc > ./output/output_y0_0.42_z0_0.50/output_y0_0.42_z0_0.50.txt
1098	:	1681689581.984	     4.338	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.52 &&          ./mzasolve 0.42 0.52 ./output/output_y0_0.42_z0_0.52/timeseries_y0_0.42_z0_0.52.nc > ./output/output_y0_0.42_z0_0.52/output_y0_0.42_z0_0.52.txt
1099	:	1681689581.996	     4.355	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.54 &&          ./mzasolve 0.42 0.54 ./output/output_y0_0.42_z0_0.54/timeseries_y0_0.42_z0_0.54.nc > ./output/output_y0_0.42_z0_0.54/output_y0_0.42_z0_0.54.txt
1100	:	1681689582.026	     4.371	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.56 &&          ./mzasolve 0.42 0.56 ./output/output_y0_0.42_z0_0.56/timeseries_y0_0.42_z0_0.56.nc > ./output/output_y0_0.42_z0_0.56/output_y0_0.42_z0_0.56.txt
1101	:	1681689582.057	     4.347	0	0	0	0	mkdir -p ./output/output_y0_0.42_z0_0.58 &&          ./mzasolve 0.42 0.58 ./output/output_y0_0.42_z0_0.58/timeseries_y0_0.42_z0_0.58.nc > ./output/output_y0_0.42_z0_0.58/output_y0_0.42_z0_0.58.txt
1123	:	1681689584.896	     5.193	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.00 &&          ./mzasolve 0.44 0.00 ./output/output_y0_0.44_z0_0.00/timeseries_y0_0.44_z0_0.00.nc > ./output/output_y0_0.44_z0_0.00/output_y0_0.44_z0_0.00.txt
1124	:	1681689584.976	     5.214	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.02 &&          ./mzasolve 0.44 0.02 ./output/output_y0_0.44_z0_0.02/timeseries_y0_0.44_z0_0.02.nc > ./output/output_y0_0.44_z0_0.02/output_y0_0.44_z0_0.02.txt
1125	:	1681689585.034	     5.171	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.04 &&          ./mzasolve 0.44 0.04 ./output/output_y0_0.44_z0_0.04/timeseries_y0_0.44_z0_0.04.nc > ./output/output_y0_0.44_z0_0.04/output_y0_0.44_z0_0.04.txt
1126	:	1681689585.095	     5.155	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.06 &&          ./mzasolve 0.44 0.06 ./output/output_y0_0.44_z0_0.06/timeseries_y0_0.44_z0_0.06.nc > ./output/output_y0_0.44_z0_0.06/output_y0_0.44_z0_0.06.txt
1127	:	1681689585.178	     5.148	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.08 &&          ./mzasolve 0.44 0.08 ./output/output_y0_0.44_z0_0.08/timeseries_y0_0.44_z0_0.08.nc > ./output/output_y0_0.44_z0_0.08/output_y0_0.44_z0_0.08.txt
1128	:	1681689585.354	     4.990	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.10 &&          ./mzasolve 0.44 0.10 ./output/output_y0_0.44_z0_0.10/timeseries_y0_0.44_z0_0.10.nc > ./output/output_y0_0.44_z0_0.10/output_y0_0.44_z0_0.10.txt
1129	:	1681689585.570	     5.055	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.12 &&          ./mzasolve 0.44 0.12 ./output/output_y0_0.44_z0_0.12/timeseries_y0_0.44_z0_0.12.nc > ./output/output_y0_0.44_z0_0.12/output_y0_0.44_z0_0.12.txt
1130	:	1681689585.814	     7.330	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.14 &&          ./mzasolve 0.44 0.14 ./output/output_y0_0.44_z0_0.14/timeseries_y0_0.44_z0_0.14.nc > ./output/output_y0_0.44_z0_0.14/output_y0_0.44_z0_0.14.txt
1131	:	1681689585.885	     7.364	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.16 &&          ./mzasolve 0.44 0.16 ./output/output_y0_0.44_z0_0.16/timeseries_y0_0.44_z0_0.16.nc > ./output/output_y0_0.44_z0_0.16/output_y0_0.44_z0_0.16.txt
1132	:	1681689585.933	     7.361	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.18 &&          ./mzasolve 0.44 0.18 ./output/output_y0_0.44_z0_0.18/timeseries_y0_0.44_z0_0.18.nc > ./output/output_y0_0.44_z0_0.18/output_y0_0.44_z0_0.18.txt
1133	:	1681689585.995	     7.587	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.20 &&          ./mzasolve 0.44 0.20 ./output/output_y0_0.44_z0_0.20/timeseries_y0_0.44_z0_0.20.nc > ./output/output_y0_0.44_z0_0.20/output_y0_0.44_z0_0.20.txt
1134	:	1681689586.175	     7.439	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.22 &&          ./mzasolve 0.44 0.22 ./output/output_y0_0.44_z0_0.22/timeseries_y0_0.44_z0_0.22.nc > ./output/output_y0_0.44_z0_0.22/output_y0_0.44_z0_0.22.txt
1135	:	1681689586.352	     7.292	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.24 &&          ./mzasolve 0.44 0.24 ./output/output_y0_0.44_z0_0.24/timeseries_y0_0.44_z0_0.24.nc > ./output/output_y0_0.44_z0_0.24/output_y0_0.44_z0_0.24.txt
1136	:	1681689586.396	     7.284	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.26 &&          ./mzasolve 0.44 0.26 ./output/output_y0_0.44_z0_0.26/timeseries_y0_0.44_z0_0.26.nc > ./output/output_y0_0.44_z0_0.26/output_y0_0.44_z0_0.26.txt
1137	:	1681689586.403	     7.326	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.28 &&          ./mzasolve 0.44 0.28 ./output/output_y0_0.44_z0_0.28/timeseries_y0_0.44_z0_0.28.nc > ./output/output_y0_0.44_z0_0.28/output_y0_0.44_z0_0.28.txt
1138	:	1681689586.530	     7.229	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.30 &&          ./mzasolve 0.44 0.30 ./output/output_y0_0.44_z0_0.30/timeseries_y0_0.44_z0_0.30.nc > ./output/output_y0_0.44_z0_0.30/output_y0_0.44_z0_0.30.txt
1152	:	1681689593.730	     0.348	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.58 &&          ./mzasolve 0.44 0.58 ./output/output_y0_0.44_z0_0.58/timeseries_y0_0.44_z0_0.58.nc > ./output/output_y0_0.44_z0_0.58/output_y0_0.44_z0_0.58.txt
1154	:	1681689593.784	     0.328	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.62 &&          ./mzasolve 0.44 0.62 ./output/output_y0_0.44_z0_0.62/timeseries_y0_0.44_z0_0.62.nc > ./output/output_y0_0.44_z0_0.62/output_y0_0.44_z0_0.62.txt
1153	:	1681689593.758	     0.453	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.60 &&          ./mzasolve 0.44 0.60 ./output/output_y0_0.44_z0_0.60/timeseries_y0_0.44_z0_0.60.nc > ./output/output_y0_0.44_z0_0.60/output_y0_0.44_z0_0.60.txt
1156	:	1681689594.212	     0.218	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.66 &&          ./mzasolve 0.44 0.66 ./output/output_y0_0.44_z0_0.66/timeseries_y0_0.44_z0_0.66.nc > ./output/output_y0_0.44_z0_0.66/output_y0_0.44_z0_0.66.txt
1155	:	1681689594.104	     0.396	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.64 &&          ./mzasolve 0.44 0.64 ./output/output_y0_0.44_z0_0.64/timeseries_y0_0.44_z0_0.64.nc > ./output/output_y0_0.44_z0_0.64/output_y0_0.44_z0_0.64.txt
1157	:	1681689594.321	     0.372	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.68 &&          ./mzasolve 0.44 0.68 ./output/output_y0_0.44_z0_0.68/timeseries_y0_0.44_z0_0.68.nc > ./output/output_y0_0.44_z0_0.68/output_y0_0.44_z0_0.68.txt
1139	:	1681689590.190	     4.577	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.32 &&          ./mzasolve 0.44 0.32 ./output/output_y0_0.44_z0_0.32/timeseries_y0_0.44_z0_0.32.nc > ./output/output_y0_0.44_z0_0.32/output_y0_0.44_z0_0.32.txt
1140	:	1681689590.204	     4.742	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.34 &&          ./mzasolve 0.44 0.34 ./output/output_y0_0.44_z0_0.34/timeseries_y0_0.44_z0_0.34.nc > ./output/output_y0_0.44_z0_0.34/output_y0_0.44_z0_0.34.txt
1141	:	1681689590.251	     4.773	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.36 &&          ./mzasolve 0.44 0.36 ./output/output_y0_0.44_z0_0.36/timeseries_y0_0.44_z0_0.36.nc > ./output/output_y0_0.44_z0_0.36/output_y0_0.44_z0_0.36.txt
1142	:	1681689590.326	     4.791	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.38 &&          ./mzasolve 0.44 0.38 ./output/output_y0_0.44_z0_0.38/timeseries_y0_0.44_z0_0.38.nc > ./output/output_y0_0.44_z0_0.38/output_y0_0.44_z0_0.38.txt
1158	:	1681689594.500	     0.638	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.70 &&          ./mzasolve 0.44 0.70 ./output/output_y0_0.44_z0_0.70/timeseries_y0_0.44_z0_0.70.nc > ./output/output_y0_0.44_z0_0.70/output_y0_0.44_z0_0.70.txt
1159	:	1681689594.567	     0.625	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.72 &&          ./mzasolve 0.44 0.72 ./output/output_y0_0.44_z0_0.72/timeseries_y0_0.44_z0_0.72.nc > ./output/output_y0_0.44_z0_0.72/output_y0_0.44_z0_0.72.txt
1143	:	1681689590.344	     4.883	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.40 &&          ./mzasolve 0.44 0.40 ./output/output_y0_0.44_z0_0.40/timeseries_y0_0.44_z0_0.40.nc > ./output/output_y0_0.44_z0_0.40/output_y0_0.44_z0_0.40.txt
1144	:	1681689590.483	     4.843	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.42 &&          ./mzasolve 0.44 0.42 ./output/output_y0_0.44_z0_0.42/timeseries_y0_0.44_z0_0.42.nc > ./output/output_y0_0.44_z0_0.42/output_y0_0.44_z0_0.42.txt
1145	:	1681689590.661	     4.754	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.44 &&          ./mzasolve 0.44 0.44 ./output/output_y0_0.44_z0_0.44/timeseries_y0_0.44_z0_0.44.nc > ./output/output_y0_0.44_z0_0.44/output_y0_0.44_z0_0.44.txt
1160	:	1681689594.712	     0.753	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.74 &&          ./mzasolve 0.44 0.74 ./output/output_y0_0.44_z0_0.74/timeseries_y0_0.44_z0_0.74.nc > ./output/output_y0_0.44_z0_0.74/output_y0_0.44_z0_0.74.txt
1161	:	1681689594.822	     0.671	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.76 &&          ./mzasolve 0.44 0.76 ./output/output_y0_0.44_z0_0.76/timeseries_y0_0.44_z0_0.76.nc > ./output/output_y0_0.44_z0_0.76/output_y0_0.44_z0_0.76.txt
1162	:	1681689595.015	     0.523	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.78 &&          ./mzasolve 0.44 0.78 ./output/output_y0_0.44_z0_0.78/timeseries_y0_0.44_z0_0.78.nc > ./output/output_y0_0.44_z0_0.78/output_y0_0.44_z0_0.78.txt
1163	:	1681689595.116	     0.478	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.80 &&          ./mzasolve 0.44 0.80 ./output/output_y0_0.44_z0_0.80/timeseries_y0_0.44_z0_0.80.nc > ./output/output_y0_0.44_z0_0.80/output_y0_0.44_z0_0.80.txt
1164	:	1681689595.139	     0.478	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.82 &&          ./mzasolve 0.44 0.82 ./output/output_y0_0.44_z0_0.82/timeseries_y0_0.44_z0_0.82.nc > ./output/output_y0_0.44_z0_0.82/output_y0_0.44_z0_0.82.txt
1165	:	1681689595.191	     0.522	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.84 &&          ./mzasolve 0.44 0.84 ./output/output_y0_0.44_z0_0.84/timeseries_y0_0.44_z0_0.84.nc > ./output/output_y0_0.44_z0_0.84/output_y0_0.44_z0_0.84.txt
1166	:	1681689595.228	     0.616	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.86 &&          ./mzasolve 0.44 0.86 ./output/output_y0_0.44_z0_0.86/timeseries_y0_0.44_z0_0.86.nc > ./output/output_y0_0.44_z0_0.86/output_y0_0.44_z0_0.86.txt
1167	:	1681689595.326	     0.605	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.88 &&          ./mzasolve 0.44 0.88 ./output/output_y0_0.44_z0_0.88/timeseries_y0_0.44_z0_0.88.nc > ./output/output_y0_0.44_z0_0.88/output_y0_0.44_z0_0.88.txt
1168	:	1681689595.415	     0.526	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.90 &&          ./mzasolve 0.44 0.90 ./output/output_y0_0.44_z0_0.90/timeseries_y0_0.44_z0_0.90.nc > ./output/output_y0_0.44_z0_0.90/output_y0_0.44_z0_0.90.txt
1169	:	1681689595.464	     0.518	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.92 &&          ./mzasolve 0.44 0.92 ./output/output_y0_0.44_z0_0.92/timeseries_y0_0.44_z0_0.92.nc > ./output/output_y0_0.44_z0_0.92/output_y0_0.44_z0_0.92.txt
1170	:	1681689595.493	     0.532	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.94 &&          ./mzasolve 0.44 0.94 ./output/output_y0_0.44_z0_0.94/timeseries_y0_0.44_z0_0.94.nc > ./output/output_y0_0.44_z0_0.94/output_y0_0.44_z0_0.94.txt
1171	:	1681689595.538	     0.548	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.96 &&          ./mzasolve 0.44 0.96 ./output/output_y0_0.44_z0_0.96/timeseries_y0_0.44_z0_0.96.nc > ./output/output_y0_0.44_z0_0.96/output_y0_0.44_z0_0.96.txt
1172	:	1681689595.593	     0.564	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_0.98 &&          ./mzasolve 0.44 0.98 ./output/output_y0_0.44_z0_0.98/timeseries_y0_0.44_z0_0.98.nc > ./output/output_y0_0.44_z0_0.98/output_y0_0.44_z0_0.98.txt
1173	:	1681689595.617	     0.676	0	0	5	0	mkdir -p ./output/output_y0_0.44_z0_1.00 &&          ./mzasolve 0.44 1.00 ./output/output_y0_0.44_z0_1.00/timeseries_y0_0.44_z0_1.00.nc > ./output/output_y0_0.44_z0_1.00/output_y0_0.44_z0_1.00.txt
1147	:	1681689593.283	     3.926	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.48 &&          ./mzasolve 0.44 0.48 ./output/output_y0_0.44_z0_0.48/timeseries_y0_0.44_z0_0.48.nc > ./output/output_y0_0.44_z0_0.48/output_y0_0.44_z0_0.48.txt
1146	:	1681689593.187	     4.040	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.46 &&          ./mzasolve 0.44 0.46 ./output/output_y0_0.44_z0_0.46/timeseries_y0_0.44_z0_0.46.nc > ./output/output_y0_0.44_z0_0.46/output_y0_0.44_z0_0.46.txt
1148	:	1681689593.319	     4.042	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.50 &&          ./mzasolve 0.44 0.50 ./output/output_y0_0.44_z0_0.50/timeseries_y0_0.44_z0_0.50.nc > ./output/output_y0_0.44_z0_0.50/output_y0_0.44_z0_0.50.txt
1150	:	1681689593.645	     3.960	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.54 &&          ./mzasolve 0.44 0.54 ./output/output_y0_0.44_z0_0.54/timeseries_y0_0.44_z0_0.54.nc > ./output/output_y0_0.44_z0_0.54/output_y0_0.44_z0_0.54.txt
1149	:	1681689593.613	     4.015	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.52 &&          ./mzasolve 0.44 0.52 ./output/output_y0_0.44_z0_0.52/timeseries_y0_0.44_z0_0.52.nc > ./output/output_y0_0.44_z0_0.52/output_y0_0.44_z0_0.52.txt
1151	:	1681689593.680	     4.030	0	0	0	0	mkdir -p ./output/output_y0_0.44_z0_0.56 &&          ./mzasolve 0.44 0.56 ./output/output_y0_0.44_z0_0.56/timeseries_y0_0.44_z0_0.56.nc > ./output/output_y0_0.44_z0_0.56/output_y0_0.44_z0_0.56.txt
1174	:	1681689595.642	     4.342	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.00 &&          ./mzasolve 0.46 0.00 ./output/output_y0_0.46_z0_0.00/timeseries_y0_0.46_z0_0.00.nc > ./output/output_y0_0.46_z0_0.00/output_y0_0.46_z0_0.00.txt
1175	:	1681689595.748	     4.887	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.02 &&          ./mzasolve 0.46 0.02 ./output/output_y0_0.46_z0_0.02/timeseries_y0_0.46_z0_0.02.nc > ./output/output_y0_0.46_z0_0.02/output_y0_0.46_z0_0.02.txt
1176	:	1681689595.890	     4.921	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.04 &&          ./mzasolve 0.46 0.04 ./output/output_y0_0.46_z0_0.04/timeseries_y0_0.46_z0_0.04.nc > ./output/output_y0_0.46_z0_0.04/output_y0_0.46_z0_0.04.txt
1177	:	1681689595.941	     5.019	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.06 &&          ./mzasolve 0.46 0.06 ./output/output_y0_0.46_z0_0.06/timeseries_y0_0.46_z0_0.06.nc > ./output/output_y0_0.46_z0_0.06/output_y0_0.46_z0_0.06.txt
1183	:	1681689596.319	     4.829	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.18 &&          ./mzasolve 0.46 0.18 ./output/output_y0_0.46_z0_0.18/timeseries_y0_0.46_z0_0.18.nc > ./output/output_y0_0.46_z0_0.18/output_y0_0.46_z0_0.18.txt
1178	:	1681689595.982	     5.296	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.08 &&          ./mzasolve 0.46 0.08 ./output/output_y0_0.46_z0_0.08/timeseries_y0_0.46_z0_0.08.nc > ./output/output_y0_0.46_z0_0.08/output_y0_0.46_z0_0.08.txt
1179	:	1681689596.016	     5.325	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.10 &&          ./mzasolve 0.46 0.10 ./output/output_y0_0.46_z0_0.10/timeseries_y0_0.46_z0_0.10.nc > ./output/output_y0_0.46_z0_0.10/output_y0_0.46_z0_0.10.txt
1180	:	1681689596.059	     5.316	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.12 &&          ./mzasolve 0.46 0.12 ./output/output_y0_0.46_z0_0.12/timeseries_y0_0.46_z0_0.12.nc > ./output/output_y0_0.46_z0_0.12/output_y0_0.46_z0_0.12.txt
1181	:	1681689596.135	     5.332	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.14 &&          ./mzasolve 0.46 0.14 ./output/output_y0_0.46_z0_0.14/timeseries_y0_0.46_z0_0.14.nc > ./output/output_y0_0.46_z0_0.14/output_y0_0.46_z0_0.14.txt
1182	:	1681689596.198	     5.332	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.16 &&          ./mzasolve 0.46 0.16 ./output/output_y0_0.46_z0_0.16/timeseries_y0_0.46_z0_0.16.nc > ./output/output_y0_0.46_z0_0.16/output_y0_0.46_z0_0.16.txt
1184	:	1681689597.228	     4.317	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.20 &&          ./mzasolve 0.46 0.20 ./output/output_y0_0.46_z0_0.20/timeseries_y0_0.46_z0_0.20.nc > ./output/output_y0_0.46_z0_0.20/output_y0_0.46_z0_0.20.txt
1185	:	1681689597.361	     4.204	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.22 &&          ./mzasolve 0.46 0.22 ./output/output_y0_0.46_z0_0.22/timeseries_y0_0.46_z0_0.22.nc > ./output/output_y0_0.46_z0_0.22/output_y0_0.46_z0_0.22.txt
1186	:	1681689597.406	     4.180	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.24 &&          ./mzasolve 0.46 0.24 ./output/output_y0_0.46_z0_0.24/timeseries_y0_0.46_z0_0.24.nc > ./output/output_y0_0.46_z0_0.24/output_y0_0.46_z0_0.24.txt
1187	:	1681689597.628	     4.013	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.26 &&          ./mzasolve 0.46 0.26 ./output/output_y0_0.46_z0_0.26/timeseries_y0_0.46_z0_0.26.nc > ./output/output_y0_0.46_z0_0.26/output_y0_0.46_z0_0.26.txt
1188	:	1681689597.659	     4.015	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.28 &&          ./mzasolve 0.46 0.28 ./output/output_y0_0.46_z0_0.28/timeseries_y0_0.46_z0_0.28.nc > ./output/output_y0_0.46_z0_0.28/output_y0_0.46_z0_0.28.txt
1189	:	1681689597.760	     3.941	0	0	0	0	mkdir -p ./output/output_y0_0.46_z0_0.30 &&          ./mzasolve 0.46 0.30 ./output/output_y0_0.46_z0_0.30/timeseries_y0_0.46_z0_0.30.nc > ./output/output_y0_0.46_z0_0.30/output_y0_0.46_z0_0.30.txt
1202	:	1681689601.641	     0.407	0	0	5	0	mkdir -p ./output/output_y0_0.46_z0_0.56 &&          ./mzasolve 0.46 0.56 ./output/output_y0_0.46_z0_0.56/timeseries_y0_0.46_z0_0.56.nc > ./output/output_y0_0.46_z0_0.56/output_y0_0.46_z0_0.56.txt
1204	:	1681689601.701	     0.440	0	0	5	0	mkdir -p ./output/output_y0_0.46_z0_0.60 &&          ./mzasolve 0.46 0.60 ./output/output_y0_0.46_z0_0.60/timeseries_y0_0.46_z0_0.60.nc > ./output/output_y0_0.46_z0_0.60/output_y0_0.46_z0_0.60.txt
1203	:	1681689601.673	     0.483	0	0	5	0	mkdir -p ./output/output_y0_0.46_z0_0.58 &&          ./mzasolve 0.46 0.58 ./output/output_y0_0.46_z0_0.58/timeseries_y0_0.46_z0_0.58.nc > ./output/output_y0_0.46_z0_0.58/output_y0_0.46_z0_0.58.txt
